213,2,CT
210,3,CT
202,5,CT
160,0,CT
119,8,CT
115,7,CT
100,10,CT
95,9,CT
94,1,CT
84,13,CT
81,4,CT
76,12,CT
68,11,CT
66,6,CT
56,14,CT
50,16,CT
39,17,CT
39,15,CT
17,18,CT
10,19,CT
2,20,CT
1,26,CT
